CustomerID,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,TransactionID,FraudIndicator,Category,TransactionAmount,Amount,Timestamp,MerchantID,AnomalyScore,MerchantName,Location
1022,Customer 1022,55,Address 1022,4265.273573,22-01-2022,0,22,0,Online,53.84670687,99.1004274,01-01-2022 21:00,2220,0.124228478,Merchant 2022,Location 2022
1023,Customer 1023,34,Address 1023,9545.474869,23-01-2022,0,23,0,Travel,15.57953819,85.42017819,01-01-2022 22:00,2465,0.19532639,Merchant 2023,Location 2023
1024,Customer 1024,40,Address 1024,1795.328227,24-01-2022,0,24,0,Retail,13.38677784,84.05328459,01-01-2022 23:00,2480,0.617289802,Merchant 2024,Location 2024
1025,Customer 1025,18,Address 1025,4450.39007,25-01-2022,0,25,0,Travel,98.4640558,50.25861245,02-01-2022 00:00,2305,0.244353038,Merchant 2025,Location 2025
1026,Customer 1026,58,Address 1026,8091.736702,26-01-2022,0,26,0,Other,95.19370555,52.59392865,02-01-2022 01:00,2753,0.48707029,Merchant 2026,Location 2026
1027,Customer 1027,46,Address 1027,9527.947107,27-01-2022,0,27,0,Other,77.50921965,20.48932094,02-01-2022 02:00,2301,0.422735998,Merchant 2027,Location 2027
1028,Customer 1028,29,Address 1028,2222.141466,28-01-2022,0,28,0,Online,51.7711377,12.39744274,02-01-2022 03:00,2914,0.838064383,Merchant 2028,Location 2028
1029,Customer 1029,37,Address 1029,8467.122623,29-01-2022,0,29,0,Other,73.08040768,25.33480349,02-01-2022 04:00,2322,0.463340571,Merchant 2029,Location 2029
1030,Customer 1030,54,Address 1030,3767.557888,30-01-2022,0,30,0,Retail,83.88421813,70.07512698,02-01-2022 05:00,2932,0.64660001,Merchant 2030,Location 2030
1031,Customer 1031,29,Address 1031,9499.505792,31-01-2022,0,31,0,Food,59.96380461,92.61930298,02-01-2022 06:00,2951,0.02864515,Merchant 2031,Location 2031
1032,Customer 1032,25,Address 1032,6532.62157,01-02-2022,0,32,0,Online,64.82555289,77.72694417,02-01-2022 07:00,2313,0.113955707,Merchant 2032,Location 2032
1033,Customer 1033,50,Address 1033,2042.692352,02-02-2022,0,33,0,Other,16.31638922,59.35099004,02-01-2022 08:00,2693,0.790491985,Merchant 2033,Location 2033
1034,Customer 1034,50,Address 1034,8385.432378,03-02-2022,0,34,0,Retail,74.89233385,61.34763595,02-01-2022 09:00,2686,0.496141397,Merchant 2034,Location 2034
1035,Customer 1035,27,Address 1035,3495.247295,04-02-2022,0,35,0,Online,63.48108384,60.47401633,02-01-2022 10:00,2173,0.02342486,Merchant 2035,Location 2035
1036,Customer 1036,37,Address 1036,9381.145219,05-02-2022,0,36,0,Retail,55.07489447,42.20773348,02-01-2022 11:00,2674,0.105618427,Merchant 2036,Location 2036
1037,Customer 1037,61,Address 1037,9519.477122,06-02-2022,0,37,0,Food,15.8558897,71.26856792,02-01-2022 12:00,2832,0.117361369,Merchant 2037,Location 2037
1038,Customer 1038,62,Address 1038,5402.92085,07-02-2022,0,38,0,Retail,35.25955889,46.21498241,02-01-2022 13:00,2967,0.682579996,Merchant 2038,Location 2038
1039,Customer 1039,56,Address 1039,6851.673712,08-02-2022,0,39,0,Other,53.30527211,14.63168949,02-01-2022 14:00,2201,0.938484554,Merchant 2039,Location 2039
1040,Customer 1040,55,Address 1040,3347.624198,09-02-2022,0,40,0,Other,89.31329988,80.53777563,02-01-2022 15:00,2995,0.532609127,Merchant 2040,Location 2040
1041,Customer 1041,60,Address 1041,1971.325886,10-02-2022,0,41,0,Other,13.15678955,47.87485135,02-01-2022 16:00,2596,0.319477766,Merchant 2041,Location 2041
1042,Customer 1042,29,Address 1042,2900.488527,11-02-2022,0,42,0,Retail,39.31008129,85.10981611,02-01-2022 17:00,2518,0.21494584,Merchant 2042,Location 2042
1043,Customer 1043,25,Address 1043,8236.476448,12-02-2022,0,43,0,Online,62.40210029,55.81926586,02-01-2022 18:00,2910,0.567270538,Merchant 2043,Location 2043
1044,Customer 1044,22,Address 1044,5084.274001,13-02-2022,0,44,0,Food,88.11638357,86.97191974,02-01-2022 19:00,2423,0.766330004,Merchant 2044,Location 2044
1045,Customer 1045,58,Address 1045,5168.955419,14-02-2022,0,45,0,Online,29.20318144,69.75758075,02-01-2022 20:00,2364,0.707631887,Merchant 2045,Location 2045
1046,Customer 1046,45,Address 1046,7651.060476,15-02-2022,0,46,0,Online,15.03142075,79.35791579,02-01-2022 21:00,2274,0.99233785,Merchant 2046,Location 2046
1047,Customer 1047,57,Address 1047,4050.554489,16-02-2022,0,47,0,Food,64.05504371,72.74250983,02-01-2022 22:00,2639,0.531697064,Merchant 2047,Location 2047
1048,Customer 1048,49,Address 1048,8077.878412,17-02-2022,0,48,0,Travel,37.31484596,17.64056948,02-01-2022 23:00,2233,0.032240268,Merchant 2048,Location 2048
1049,Customer 1049,30,Address 1049,7144.298708,18-02-2022,0,49,1,Other,11.93959323,30.79372808,03-01-2022 00:00,2239,0.006120114,Merchant 2049,Location 2049
1050,Customer 1050,57,Address 1050,7921.752971,19-02-2022,0,50,0,Online,17.91599332,61.3529794,03-01-2022 01:00,2946,0.044725292,Merchant 2050,Location 2050
1051,Customer 1051,30,Address 1051,4620.924284,20-02-2022,0,51,0,Retail,28.42012347,42.07616321,03-01-2022 02:00,2638,0.918156008,Merchant 2051,Location 2051
1052,Customer 1052,38,Address 1052,7224.63212,21-02-2022,0,52,0,Retail,95.91411493,90.81333791,03-01-2022 03:00,2770,0.055545578,Merchant 2052,Location 2052
1053,Customer 1053,22,Address 1053,8044.236478,22-02-2022,0,53,0,Food,44.00543975,42.08401695,03-01-2022 04:00,2262,0.568720188,Merchant 2053,Location 2053
1054,Customer 1054,27,Address 1054,2873.839987,23-02-2022,0,54,0,Online,39.08367573,87.77609114,03-01-2022 05:00,2920,0.111627455,Merchant 2054,Location 2054
1055,Customer 1055,24,Address 1055,1611.538315,24-02-2022,0,55,0,Other,79.91319162,62.13088123,03-01-2022 06:00,2312,0.629420175,Merchant 2055,Location 2055
1056,Customer 1056,46,Address 1056,3507.492645,25-02-2022,0,56,0,Retail,99.39547483,83.15175522,03-01-2022 07:00,2292,0.504756225,Merchant 2056,Location 2056
1057,Customer 1057,21,Address 1057,6531.558064,26-02-2022,0,57,0,Travel,98.02129252,49.72378631,03-01-2022 08:00,2082,0.712486079,Merchant 2057,Location 2057
1058,Customer 1058,50,Address 1058,5923.741951,27-02-2022,0,58,0,Food,85.978464,13.08174128,03-01-2022 09:00,2921,0.623291366,Merchant 2058,Location 2058
1059,Customer 1059,42,Address 1059,4450.429069,28-02-2022,0,59,0,Food,61.36996559,28.62756065,03-01-2022 10:00,2033,0.688946088,Merchant 2059,Location 2059
1060,Customer 1060,38,Address 1060,9121.230251,01-03-2022,0,60,0,Retail,56.39017672,82.91599923,03-01-2022 11:00,2479,0.701212812,Merchant 2060,Location 2060
1061,Customer 1061,44,Address 1061,6426.531932,02-03-2022,0,61,0,Travel,52.22458795,76.11459128,03-01-2022 12:00,2684,0.381752281,Merchant 2061,Location 2061
1062,Customer 1062,39,Address 1062,8955.19541,03-03-2022,0,62,0,Travel,88.00863507,66.56159118,03-01-2022 13:00,2234,0.447881755,Merchant 2062,Location 2062
1063,Customer 1063,24,Address 1063,3450.672683,04-03-2022,0,63,0,Other,22.41233395,50.5171143,03-01-2022 14:00,2286,0.769013213,Merchant 2063,Location 2063
1064,Customer 1064,63,Address 1064,5600.230743,05-03-2022,0,64,0,Online,10.96755079,55.16274495,03-01-2022 15:00,2131,0.339129187,Merchant 2064,Location 2064
1065,Customer 1065,35,Address 1065,6947.934262,06-03-2022,0,65,0,Other,74.80049283,78.33451389,03-01-2022 16:00,2195,0.095193896,Merchant 2065,Location 2065
1066,Customer 1066,64,Address 1066,8979.728844,07-03-2022,0,66,0,Other,16.34857049,51.41448798,03-01-2022 17:00,2561,0.107290687,Merchant 2066,Location 2066
1067,Customer 1067,36,Address 1067,1555.740254,08-03-2022,0,67,0,Retail,59.48591944,81.34788954,03-01-2022 18:00,2171,0.169625926,Merchant 2067,Location 2067
1068,Customer 1068,51,Address 1068,8486.941996,09-03-2022,0,68,0,Other,64.68870799,95.23140544,03-01-2022 19:00,2781,0.546720468,Merchant 2068,Location 2068
1069,Customer 1069,38,Address 1069,8363.065543,10-03-2022,0,69,0,Retail,40.11881406,87.15831943,03-01-2022 20:00,2038,0.713295607,Merchant 2069,Location 2069
1070,Customer 1070,61,Address 1070,5227.93634,11-03-2022,0,70,0,Other,33.1869425,78.69681169,03-01-2022 21:00,2475,0.218939389,Merchant 2070,Location 2070
1071,Customer 1071,64,Address 1071,4962.283527,12-03-2022,0,71,0,Online,64.24073572,23.80623682,03-01-2022 22:00,2487,0.55214393,Merchant 2071,Location 2071
1072,Customer 1072,21,Address 1072,3239.35286,13-03-2022,0,72,1,Online,53.91674222,57.31615922,03-01-2022 23:00,2495,0.161772859,Merchant 2072,Location 2072
1073,Customer 1073,56,Address 1073,2392.922412,14-03-2022,0,73,0,Travel,55.60426364,67.92604331,04-01-2022 00:00,2200,0.686013569,Merchant 2073,Location 2073
1074,Customer 1074,57,Address 1074,8877.682363,15-03-2022,0,74,0,Travel,95.54621197,16.2634488,04-01-2022 01:00,2296,0.957373587,Merchant 2074,Location 2074
1075,Customer 1075,34,Address 1075,3984.606257,16-03-2022,0,75,0,Other,25.73509605,13.42002255,04-01-2022 02:00,2872,0.784294719,Merchant 2075,Location 2075
1076,Customer 1076,46,Address 1076,4979.300335,17-03-2022,0,76,0,Food,92.08992059,42.76855555,04-01-2022 03:00,2036,0.4885878,Merchant 2076,Location 2076
1077,Customer 1077,38,Address 1077,7580.464855,18-03-2022,0,77,0,Travel,66.15215048,41.21158342,04-01-2022 04:00,2753,0.217890507,Merchant 2077,Location 2077
1078,Customer 1078,32,Address 1078,1689.971098,19-03-2022,0,78,0,Other,70.84820401,58.13859006,04-01-2022 05:00,2116,0.394130911,Merchant 2078,Location 2078
1079,Customer 1079,19,Address 1079,7476.505448,20-03-2022,0,79,0,Online,65.46874683,14.63466416,04-01-2022 06:00,2203,0.608512343,Merchant 2079,Location 2079
1080,Customer 1080,54,Address 1080,2751.989892,21-03-2022,0,80,0,Retail,25.2730951,19.13759152,04-01-2022 07:00,2083,0.02555859,Merchant 2080,Location 2080
1081,Customer 1081,53,Address 1081,8895.22584,22-03-2022,0,81,0,Travel,54.43074954,29.83486576,04-01-2022 08:00,2552,0.200799196,Merchant 2081,Location 2081
1082,Customer 1082,51,Address 1082,9219.907698,23-03-2022,0,82,0,Online,89.92128591,38.43137755,04-01-2022 09:00,2282,0.084979207,Merchant 2082,Location 2082
1083,Customer 1083,29,Address 1083,3012.905946,24-03-2022,0,83,0,Food,70.55336115,18.11076187,04-01-2022 10:00,2610,0.01487693,Merchant 2083,Location 2083
1084,Customer 1084,60,Address 1084,2169.425935,25-03-2022,0,84,0,Online,11.76053278,22.97242859,04-01-2022 11:00,2901,0.850090875,Merchant 2084,Location 2084
1085,Customer 1085,35,Address 1085,6148.870554,26-03-2022,0,85,0,Retail,47.90428072,22.45289288,04-01-2022 12:00,2323,0.885838025,Merchant 2085,Location 2085
1086,Customer 1086,63,Address 1086,4190.332237,27-03-2022,0,86,0,Retail,30.12257415,70.51131967,04-01-2022 13:00,2534,0.661917047,Merchant 2086,Location 2086
1087,Customer 1087,28,Address 1087,2934.809838,28-03-2022,0,87,0,Retail,59.06169369,78.55221407,04-01-2022 14:00,2586,0.708639971,Merchant 2087,Location 2087
1088,Customer 1088,38,Address 1088,1511.707946,29-03-2022,0,88,0,Travel,61.03045075,35.60124184,04-01-2022 15:00,2882,0.036556438,Merchant 2088,Location 2088
1089,Customer 1089,50,Address 1089,6121.739351,30-03-2022,0,89,0,Retail,77.76328615,26.00722368,04-01-2022 16:00,2055,0.440290753,Merchant 2089,Location 2089
1090,Customer 1090,26,Address 1090,8109.977178,31-03-2022,0,90,0,Retail,49.16020343,85.36034194,04-01-2022 17:00,2622,0.000233707,Merchant 2090,Location 2090
1091,Customer 1091,58,Address 1091,1736.468439,01-04-2022,0,91,0,Online,70.2877711,48.09673926,04-01-2022 18:00,2140,0.53258057,Merchant 2091,Location 2091
1092,Customer 1092,19,Address 1092,8339.131792,02-04-2022,0,92,0,Food,33.83842064,29.0341094,04-01-2022 19:00,2010,0.11038652,Merchant 2092,Location 2092
1093,Customer 1093,30,Address 1093,2544.187906,03-04-2022,0,93,0,Travel,49.22333119,98.1468594,04-01-2022 20:00,2111,0.190179869,Merchant 2093,Location 2093
1094,Customer 1094,32,Address 1094,4974.254753,04-04-2022,0,94,0,Travel,85.86740383,79.77488953,04-01-2022 21:00,2680,0.460407875,Merchant 2094,Location 2094
1095,Customer 1095,27,Address 1095,8403.773667,05-04-2022,1,95,1,Other,72.28814081,50.3959204,04-01-2022 22:00,2600,0.635149892,Merchant 2095,Location 2095
1096,Customer 1096,57,Address 1096,6439.742318,06-04-2022,0,96,0,Retail,26.19635169,98.50268585,04-01-2022 23:00,2054,0.495002455,Merchant 2096,Location 2096
1097,Customer 1097,47,Address 1097,2403.160639,07-04-2022,0,97,0,Other,90.07782706,18.16684547,05-01-2022 00:00,2432,0.304071879,Merchant 2097,Location 2097
1098,Customer 1098,61,Address 1098,6405.360524,08-04-2022,0,98,0,Other,21.11119367,55.88720399,05-01-2022 01:00,2346,0.291574944,Merchant 2098,Location 2098
1099,Customer 1099,59,Address 1099,1025.246138,09-04-2022,0,99,0,Online,15.15268524,76.84342858,05-01-2022 02:00,2299,0.241947664,Merchant 2099,Location 2099
1100,Customer 1100,62,Address 1100,2924.235911,10-04-2022,0,100,0,Other,94.00734126,13.09722278,05-01-2022 03:00,2027,0.337485994,Merchant 2100,Location 2100
1101,Customer 1101,33,Address 1101,3526.189965,11-04-2022,0,101,0,Food,88.98436113,58.92390638,05-01-2022 04:00,2433,0.960397629,Merchant 2101,Location 2101
1102,Customer 1102,28,Address 1102,7398.457249,12-04-2022,0,102,0,Online,97.4868818,61.6589947,05-01-2022 05:00,2736,0.26458006,Merchant 2102,Location 2102
1103,Customer 1103,41,Address 1103,2465.964878,13-04-2022,0,103,0,Retail,83.76810174,12.45863527,05-01-2022 06:00,2744,0.333281988,Merchant 2103,Location 2103
1104,Customer 1104,52,Address 1104,1693.073846,14-04-2022,0,104,0,Travel,93.56933968,16.65104227,05-01-2022 07:00,2433,0.339852362,Merchant 2104,Location 2104
1105,Customer 1105,37,Address 1105,7588.282626,15-04-2022,0,105,0,Other,39.70711038,64.17988754,05-01-2022 08:00,2453,0.222304479,Merchant 2105,Location 2105
1106,Customer 1106,56,Address 1106,9284.409572,16-04-2022,0,106,0,Travel,54.89026404,13.91509989,05-01-2022 09:00,2154,0.421563512,Merchant 2106,Location 2106
1107,Customer 1107,60,Address 1107,6166.294346,17-04-2022,0,107,0,Online,85.92834802,58.08497529,05-01-2022 10:00,2908,0.366454552,Merchant 2107,Location 2107
1108,Customer 1108,33,Address 1108,7794.946322,18-04-2022,0,108,0,Online,64.58967531,96.81058586,05-01-2022 11:00,2967,0.891327366,Merchant 2108,Location 2108
1109,Customer 1109,63,Address 1109,8085.065245,19-04-2022,0,109,0,Food,66.5143718,48.73795925,05-01-2022 12:00,2508,0.782427746,Merchant 2109,Location 2109
1110,Customer 1110,54,Address 1110,3439.425335,20-04-2022,0,110,0,Other,57.44211219,44.24378825,05-01-2022 13:00,2580,0.006331516,Merchant 2110,Location 2110
1111,Customer 1111,32,Address 1111,7980.849544,21-04-2022,0,111,0,Retail,10.62508533,22.58604799,05-01-2022 14:00,2570,0.686480244,Merchant 2111,Location 2111
1112,Customer 1112,57,Address 1112,9784.736554,22-04-2022,0,112,0,Other,21.31013276,40.47944602,05-01-2022 15:00,2493,0.290569093,Merchant 2112,Location 2112
1113,Customer 1113,25,Address 1113,7923.737896,23-04-2022,0,113,0,Online,31.08965841,74.44395712,05-01-2022 16:00,2628,0.378773048,Merchant 2113,Location 2113
1114,Customer 1114,40,Address 1114,5370.037439,24-04-2022,0,114,0,Travel,97.86479107,77.57986716,05-01-2022 17:00,2240,0.838471946,Merchant 2114,Location 2114
1115,Customer 1115,59,Address 1115,5062.450856,25-04-2022,0,115,0,Retail,20.93135755,40.6397918,05-01-2022 18:00,2941,0.85487172,Merchant 2115,Location 2115
1116,Customer 1116,22,Address 1116,3038.909607,26-04-2022,0,116,0,Food,84.66984069,62.92191155,05-01-2022 19:00,2507,0.430910008,Merchant 2116,Location 2116
1117,Customer 1117,52,Address 1117,7288.036638,27-04-2022,0,117,0,Travel,75.34393386,43.70363742,05-01-2022 20:00,2128,0.862686785,Merchant 2117,Location 2117
1118,Customer 1118,46,Address 1118,7479.222647,28-04-2022,0,118,0,Retail,31.02996223,56.60485657,05-01-2022 21:00,2428,0.923014689,Merchant 2118,Location 2118
1119,Customer 1119,61,Address 1119,6254.404271,29-04-2022,0,119,1,Retail,19.52790738,17.72987463,05-01-2022 22:00,2572,0.852142732,Merchant 2119,Location 2119
1120,Customer 1120,47,Address 1120,7450.419004,30-04-2022,0,120,0,Retail,82.48672259,68.83486745,05-01-2022 23:00,2304,0.042807119,Merchant 2120,Location 2120
1121,Customer 1121,23,Address 1121,4584.987688,01-05-2022,0,121,0,Retail,95.08638384,32.34210737,06-01-2022 00:00,2794,0.745971535,Merchant 2121,Location 2121
1122,Customer 1122,54,Address 1122,4998.111233,02-05-2022,0,122,0,Retail,48.77567691,87.56655198,06-01-2022 01:00,2846,0.589366559,Merchant 2122,Location 2122
1123,Customer 1123,34,Address 1123,7347.086687,03-05-2022,0,123,1,Other,76.92373658,70.83894726,06-01-2022 02:00,2169,0.269505805,Merchant 2123,Location 2123
1124,Customer 1124,45,Address 1124,6746.98879,04-05-2022,0,124,0,Travel,52.73870333,26.52979093,06-01-2022 03:00,2948,0.413697506,Merchant 2124,Location 2124
1125,Customer 1125,58,Address 1125,8801.922036,05-05-2022,0,125,0,Retail,83.10764959,88.2045675,06-01-2022 04:00,2148,0.792079862,Merchant 2125,Location 2125
1126,Customer 1126,27,Address 1126,7080.103439,06-05-2022,0,126,0,Other,60.0261689,55.2028916,06-01-2022 05:00,2226,0.407731666,Merchant 2126,Location 2126
1127,Customer 1127,39,Address 1127,4843.290416,07-05-2022,0,127,0,Other,89.72536825,55.48555001,06-01-2022 06:00,2390,0.54700653,Merchant 2127,Location 2127
1128,Customer 1128,21,Address 1128,7899.461183,08-05-2022,0,128,0,Food,83.88838197,39.19964508,06-01-2022 07:00,2637,0.64870369,Merchant 2128,Location 2128
1129,Customer 1129,39,Address 1129,4396.076926,09-05-2022,0,129,0,Food,93.24206116,49.8728689,06-01-2022 08:00,2461,0.865739711,Merchant 2129,Location 2129
1130,Customer 1130,22,Address 1130,7297.779331,10-05-2022,0,130,0,Other,53.74615541,12.47335504,06-01-2022 09:00,2928,0.60674783,Merchant 2130,Location 2130
1131,Customer 1131,41,Address 1131,6496.108704,11-05-2022,0,131,0,Other,43.06404676,75.9925365,06-01-2022 10:00,2901,0.54392235,Merchant 2131,Location 2131
1132,Customer 1132,47,Address 1132,4552.105269,12-05-2022,0,132,0,Food,27.32178111,65.03159711,06-01-2022 11:00,2588,0.194431445,Merchant 2132,Location 2132
1133,Customer 1133,58,Address 1133,1148.279335,13-05-2022,0,133,0,Retail,74.31939247,92.36972522,06-01-2022 12:00,2717,0.050784081,Merchant 2133,Location 2133
1134,Customer 1134,42,Address 1134,2391.96747,14-05-2022,0,134,0,Food,81.10453304,33.80095789,06-01-2022 13:00,2511,0.675284476,Merchant 2134,Location 2134
1135,Customer 1135,49,Address 1135,7871.385911,15-05-2022,0,135,0,Travel,51.28972617,14.5645152,06-01-2022 14:00,2077,0.351812063,Merchant 2135,Location 2135
1136,Customer 1136,29,Address 1136,7321.062182,16-05-2022,0,136,0,Travel,76.33022877,70.85855069,06-01-2022 15:00,2921,0.686264785,Merchant 2136,Location 2136
1137,Customer 1137,52,Address 1137,4843.333769,17-05-2022,0,137,0,Other,82.18514377,80.7731617,06-01-2022 16:00,2639,0.166292053,Merchant 2137,Location 2137
1138,Customer 1138,63,Address 1138,5038.910017,18-05-2022,0,138,0,Online,68.07165652,39.82540299,06-01-2022 17:00,2548,0.107425556,Merchant 2138,Location 2138
1139,Customer 1139,21,Address 1139,3039.514205,19-05-2022,0,139,0,Online,97.73176014,12.18460187,06-01-2022 18:00,2338,0.065346361,Merchant 2139,Location 2139
1140,Customer 1140,28,Address 1140,2241.450858,20-05-2022,0,140,0,Travel,44.40597074,36.9412543,06-01-2022 19:00,2180,0.781759019,Merchant 2140,Location 2140
1141,Customer 1141,28,Address 1141,4082.516866,21-05-2022,0,141,0,Retail,46.56716357,61.41387642,06-01-2022 20:00,2209,0.671085348,Merchant 2141,Location 2141
1142,Customer 1142,57,Address 1142,3789.361177,22-05-2022,0,142,0,Other,50.49745126,74.95521382,06-01-2022 21:00,2919,0.521840026,Merchant 2142,Location 2142
1143,Customer 1143,58,Address 1143,3367.924924,23-05-2022,0,143,0,Online,73.01484256,86.47644807,06-01-2022 22:00,2573,0.008391558,Merchant 2143,Location 2143
1144,Customer 1144,40,Address 1144,8451.465531,24-05-2022,0,144,0,Online,70.58921224,44.58604612,06-01-2022 23:00,2954,0.264304745,Merchant 2144,Location 2144
1145,Customer 1145,56,Address 1145,9855.674628,25-05-2022,0,145,0,Online,18.76039379,45.94470336,07-01-2022 00:00,2936,0.769524369,Merchant 2145,Location 2145
1146,Customer 1146,23,Address 1146,4750.725055,26-05-2022,0,146,0,Food,33.87159912,86.17240479,07-01-2022 01:00,2011,0.096384987,Merchant 2146,Location 2146
1147,Customer 1147,59,Address 1147,6232.21166,27-05-2022,0,147,0,Travel,93.62801307,19.68849651,07-01-2022 02:00,2504,0.590782562,Merchant 2147,Location 2147
1148,Customer 1148,63,Address 1148,3214.341695,28-05-2022,0,148,0,Online,78.51656294,79.52197138,07-01-2022 03:00,2369,0.599691073,Merchant 2148,Location 2148
1149,Customer 1149,34,Address 1149,7990.33562,29-05-2022,0,149,1,Travel,13.74011502,10.86384497,07-01-2022 04:00,2751,0.076987388,Merchant 2149,Location 2149
1150,Customer 1150,52,Address 1150,7476.98918,30-05-2022,0,150,0,Other,35.76256758,15.24013555,07-01-2022 05:00,2684,0.982727037,Merchant 2150,Location 2150
1151,Customer 1151,31,Address 1151,5259.04472,31-05-2022,0,151,0,Retail,91.20674787,46.26565187,07-01-2022 06:00,2920,0.698394497,Merchant 2151,Location 2151
1152,Customer 1152,55,Address 1152,7273.982376,01-06-2022,0,152,0,Travel,67.72998286,10.64214063,07-01-2022 07:00,2953,0.786485035,Merchant 2152,Location 2152
1153,Customer 1153,26,Address 1153,7795.585807,02-06-2022,0,153,0,Online,23.84789058,40.52631372,07-01-2022 08:00,2514,0.860893974,Merchant 2153,Location 2153
1154,Customer 1154,48,Address 1154,5544.569289,03-06-2022,0,154,0,Online,23.19675309,55.74925986,07-01-2022 09:00,2480,0.036325359,Merchant 2154,Location 2154
1155,Customer 1155,61,Address 1155,4698.084284,04-06-2022,0,155,0,Retail,55.12309146,80.68702882,07-01-2022 10:00,2598,0.152484889,Merchant 2155,Location 2155
1156,Customer 1156,58,Address 1156,4788.53768,05-06-2022,0,156,0,Retail,92.42444949,58.7810534,07-01-2022 11:00,2245,0.195162305,Merchant 2156,Location 2156
1157,Customer 1157,60,Address 1157,8479.723197,06-06-2022,1,157,0,Online,60.5451451,93.21260497,07-01-2022 12:00,2068,0.753583804,Merchant 2157,Location 2157
1158,Customer 1158,50,Address 1158,5037.207239,07-06-2022,0,158,0,Food,58.13885001,48.93431687,07-01-2022 13:00,2454,0.001311236,Merchant 2158,Location 2158
1159,Customer 1159,54,Address 1159,5766.570781,08-06-2022,0,159,0,Other,49.28997754,75.8489697,07-01-2022 14:00,2225,0.068610817,Merchant 2159,Location 2159
